kaiser	32567
holder	32466
chaney	32433
mcknight	32386
gamble	32377
vang	32333
cooley	32287
carney	32282
cowan	32242
forbes	32228
ferrell	32174
davies	32165
barajas	32147
shea	32069
osborn	32044
bright	32042
cuevas	32015
bolton	31995
murillo	31964
lutz	31940
duarte	31896
kidd	31886
key	31882
cooke	31860
goff	31806
dejesus	31803
marin	31786
dotson	31784
bonner	31761
cotton	31759
merrill	31758
lindsay	31744
lancaster	31686
mcgowan	31669
felix	31631
salgado	31627
slater	31569
carver	31566
guthrie	31530
holman	31514
fulton	31513
snider	31418
sears	31387
witt	31360
newell	31317
byers	31299
lehman	31296
gorman	31285
costello	31266
donahue	31251
delaney	31236
albert	31159
workman	31151
rosas	31050
springer	31044
justice	30956
kinney	30956
odell	30951
lake	30924
donnelly	30919
law	30900
dailey	30894
guevara	30844
shoemaker	30756
barlow	30749
marino	30735
winter	30721
craft	30653
katz	30615
pickett	30552
espinosa	30538
daly	30434
maloney	30434
goldstein	30429
crowley	30416
vogel	30388
kuhn	30342
pearce	30276
hartley	30236
cleveland	30233
palacios	30231
mcfadden	30205
britt	30200
wooten	30185
cortes	30141
dillard	30118
childers	30079
alford	30050
dodd	30029
emerson	30028
wilder	30023
lange	29977
goldberg	29968
quintero	29952
beach	29940
enriquez	29886
quintana	29755
helms	29727
mackey	29718
finch	29703
cramer	29666
minor	29634
flanagan	29563
franks	29531
corona	29525
kendall	29524
mccabe	29523
hendrickson	29496
moser	29485
mcdermott	29440
camp	29432
mcleod	29423
bernal	29418
kaplan	29410
medrano	29386
lugo	29328
tracy	29316
bacon	29312
crowe	29260
richter	29233
welsh	29217
holley	29215
ratliff	29142
mayfield	29136
talley	29082
haines	29065
dale	28994
gibbons	28993
hickey	28970
byrne	28963
kirkland	28937
farris	28928
correa	28910
tillman	28878
sweet	28872
kessler	28869
england	28861
hewitt	28857
blanco	28843
connolly	28821
pate	28804
elder	28783
bruno	28729
holcomb	28668
hyde	28604
mcallister	28586
cash	28572
christopher	28493
whitfield	28475
meeks	28426
hatcher	28424
fink	28417
sutherland	28417
noel	28401
ritchie	28397
rosa	28375
leal	28248
joyner	28216
starr	28210
morin	28184
delarosa	28134
connor	28107
hilton	28098
alston	28089
gilliam	28075
wynn	28048
wills	28036
jaramillo	28024
oneil	28020
nieves	28011
britton	28001
rankin	27989
belcher	27947
guy	27934
chamberlain	27928
tyson	27911
puckett	27891
downing	27879
sharpe	27862
boggs	27822
truong	27808
pierson	27730
godfrey	27700
mobley	27648
john	27643
kern	27634
dye	27627
hollis	27597
bravo	27576
magana	27571
rutherford	27539
ng	27537
tuttle	27460
lim	27433
romano	27401
arthur	27383
trejo	27383
knowles	27380
lyon	27337
shirley	27300
quinones	27290
childs	27266
dolan	27252
head	27218
reyna	27215
saenz	27211
hastings	27201
kenney	27189
cano	27179
foreman	27130
denton	27112
villalobos	27107
pryor	27065
sargent	27024
doherty	26978
hopper	26956
phan	26903
womack	26890
lockhart	26844
ventura	26769
dwyer	26759
muller	26744
galindo	26730
grace	26727
sorensen	26705
courtney	26668
parra	26654
rodrigues	26652
nicholas	26628
ahmed	26607
mcginnis	26578
langley	26560
madison	26548
locke	26516
jamison	26476
nava	26463
gustafson	26433
sykes	26425
dempsey	26403
hamm	26392
rodriquez	26377
mcgill	26354
xiong	26336
esquivel	26301
simms	26296
kendrick	26266
boyce	26229
vigil	26224
downey	26206
mckenna	26189
sierra	26181
webber	26178
kirkpatrick	26155
dickinson	26144
couch	26135
burks	26115
sheehan	26107
slaughter	26088
pike	26086
whitley	26078
magee	26031
cheng	26023
sinclair	26014
cassidy	26011
rutledge	26010
burris	25998
bowling	25938
crabtree	25929
mcnamara	25896
avalos	25875
vu	25828
herron	25776
broussard	25735
abraham	25729
garland	25725
corbett	25722
corbin	25696
stinson	25694
chin	25673
burt	25649
hutchins	25633
woodruff	25626
lau	25624
brandon	25600
singer	25599
hatch	25564
rossi	25512
shafer	25498
ott	25492
goss	25464
gregg	25457
dewitt	25448
tang	25446
polk	25438
worley	25407
covington	25403
saldana	25386
heller	25371
emery	25338
swartz	25307
cho	25305
mccray	25300
elmore	25280
rosenberg	25271
simons	25266
clemons	25265
beatty	25245
harden	25241
herbert	25224
bland	25219
rucker	25160
manley	25159
ziegler	25138
grady	25121
lott	25118
rouse	25022
gleason	25007
mcclellan	24986
abrams	24961
vo	24956
albright	24942
meier	24886
dunbar	24871
ackerman	24862
padgett	24854
mayes	24853
tipton	24767
coffman	24733
peralta	24713
shapiro	24712
roe	24699
weston	24679
plummer	24665
helton	24624
stern	24618
fraser	24616
stover	24613
fish	24612
schumacher	24573
baca	24572
curran	24559
vinson	24557
vera	24553
clifton	24523
ervin	24511
eldridge	24510
lowry	24506
childress	24485
becerra	24468
gore	24449
seymour	24427
chu	24381
field	24374
akers	24353
carrasco	24343
bingham	24327
sterling	24314
greenwood	24301
leslie	24266
groves	24260
manuel	24227
swain	24220
edmonds	24210
muniz	24203
thomson	24174
crouch	24146
walden	24122
smart	24114
tomlinson	24110
alfaro	24108
quick	24095
goldman	24086
mcelroy	24064
yarbrough	24063
funk	24032
hong	24017
portillo	24008
lund	24001
ngo	23980
elkins	23953
stroud	23946
meredith	23937
battle	23934
mccauley	23926
zapata	23900
bloom	23879
gee	23826
givens	23823
cardona	23806
schafer	23804
robison	23785
gunter	23775
griggs	23756
tovar	23743
teague	23731
swift	23685
bowden	23677
schulz	23676
blanton	23665
buckner	23645
whalen	23642
pritchard	23606
pierre	23575
kang	23565
butts	23540
metcalf	23540
kurtz	23488
sanderson	23469
tompkins	23468
inman	23460
crowder	23409
dickey	23401
hutchison	23391
conklin	23371
hoskins	23358
holbrook	23317
horner	23308
neely	23308
tatum	23300
hollingsworth	23294
draper	23242
clement	23233
lord	23221
reece	23216
feldman	23195
kay	23189
hagen	23175
crews	23167
bowles	23157
post	23155
jewell	23143
daley	23132
cordero	23127
mckinley	23124
velasco	23114
masters	23106
driscoll	23063
burrell	23048
valle	23039
crow	23031
devine	23016
larkin	23004
chappell	23001
pollock	22994
kimball	22990
ly	22990
schmitz	22984
lu	22977
rubin	22969
self	22954
barrios	22941
pereira	22921
phipps	22919
mcmanus	22903
nance	22900
steiner	22874
poe	22865
crockett	22850
jeffries	22839
amos	22817
nix	22814
newsome	22803
dooley	22798
payton	22773
rosen	22763
swenson	22762
connelly	22747
tolbert	22720
segura	22689
esposito	22651
coker	22636
biggs	22634
hinkle	22581
thurman	22564
drew	22555
ivey	22552
bullard	22539
baez	22512
neff	22509
maher	22503
stratton	22498
egan	22491
dubois	22455
gallardo	22435
blue	22422
rainey	22397
yeager	22374
saucedo	22357
ferreira	22320
sprague	22283
lacy	22250
hurtado	22247
heard	22211
connell	22183
stahl	22163
aldridge	22160
amaya	22149
forrest	22124
erwin	22120
gunn	22120
swan	22082
butcher	22077
rosado	22066
godwin	22062
hand	22034
gabriel	22013
otto	22001
whaley	22000
ludwig	21994
clifford	21974
grove	21969
beaver	21963
silver	21956
dang	21953
hammer	21947
dick	21933
boswell	21927
mead	21919
colvin	21908
oleary	21904
milligan	21887
goins	21872
ames	21855
dodge	21833
kaur	21825
escobedo	21790
arredondo	21785
geiger	21785
winkler	21783
dunham	21772
temple	21771
babcock	21769
billings	21764
grimm	21757
lilly	21742
wesley	21734
mcghee	21727
painter	21725
siegel	21725
bower	21705
purcell	21696
block	21686
aguilera	21685
norwood	21678
sheridan	21668
cartwright	21654
coates	21652
davison	21627
regan	21624
ramey	21618
koenig	21606
kraft	21579
bunch	21574
engel	21567
tan	21567
winn	21566
steward	21558
link	21553
vickers	21544
bragg	21540
piper	21526
huggins	21499
michel	21487
healy	21407
jacob	21354
mcdonough	21340
wolff	21321
colbert	21306
zepeda	21305
hoang	21269
dugan	21267
kilgore	21264
meade	21264
guillen	21257
do	21230
hinojosa	21228
goode	21226
arrington	21216
gary	21213
snell	21192
willard	21183
renteria	21159
chacon	21153
gallo	21149
hankins	21138
montano	21110
browne	21109
peacock	21106
ohara	21068
cornell	21060
sherwood	20998
castellanos	20985
thorpe	20960
stiles	20957
sadler	20939
latham	20935
redmond	20919
greenberg	20908
cote	20894
waddell	20885
dukes	20870
diamond	20860
bui	20852
madrid	20834
alonso	20802
sheets	20786
irvin	20776
hurt	20753
ferris	20743
sewell	20736
carlton	20727
aragon	20723
blackmon	20711
hadley	20710
hoyt	20707
mcgraw	20704
pagan	20702
land	20687
tidwell	20681
lovell	20628
miner	20627
doss	20623
dahl	20616
delatorre	20614
stanford	20610
kauffman	20576
vela	20569
gagnon	20567
winston	20537
gomes	20532
thacker	20531
coronado	20503
ash	20500
jarrett	20449
hager	20422
samuels	20422
metzger	20386
raines	20373
spivey	20349
maurer	20333
han	20318
voss	20291
henley	20276
caballero	20270
caruso	20257
coulter	20252
north	20238
finn	20218
cahill	20181
lanier	20181
souza	20168
mcwilliams	20135
deal	20128
schaffer	20117
urban	20117
houser	20078
cummins	20072
romo	20066
crocker	20047
bassett	20032
kruse	20019
bolden	20015
ybarra	20013
metz	20010
root	20001
mcmullen	19998
crump	19973
hagan	19973
guidry	19967
brantley	19953
kearney	19938
beal	19922
toth	19918
jorgensen	19906
timmons	19900
milton	19899
tripp	19886
hurd	19856
sapp	19847
whitman	19827
messer	19819
burgos	19816
major	19791
westbrook	19781
castle	19768
serna	19751
carlisle	19718
varela	19672
cullen	19665
wilhelm	19664
bergeron	19655
burger	19654
posey	19648
barnhart	19642
hackett	19637
madrigal	19632
eubanks	19616
sizemore	19607
hilliard	19564
hargrove	19555
boucher	19554
thomason	19549
melvin	19523
roper	19520
barnard	19517
fonseca	19513
pedersen	19510
quiroz	19507
washburn	19505
holliday	19488
yee	19483
rudolph	19462
bermudez	19451
coyle	19424
gil	19403
goodrich	19399
pina	19399
elias	19394
lockwood	19386
cabral	19384
carranza	19375
duvall	19369
cornelius	19342
mccollum	19341
street	19322
mcneal	19321
connors	19320
angel	19316
paulson	19299
hinson	19293
keenan	19275
sheldon	19246
farr	19242
eddy	19230
samuel	19225
ledbetter	19222
ring	19222
betts	19209
fontenot	19203
gifford	19171
hannah	19164
hanley	19160
person	19129
fountain	19094
levin	19070
stubbs	19068
hightower	19054
murdock	19041
koehler	19037
ma	19030
engle	19022
smiley	19014
carmichael	19011
sheffield	18983
langston	18979
mccracken	18975
yost	18959
trotter	18946
story	18935
starks	18911
lujan	18892
blount	18882
cody	18853
rushing	18853
benoit	18842
herndon	18838
jacobsen	18831
nieto	18817
wiseman	18813
layton	18781
epps	18780
shipley	18770
leyva	18769
reeder	18768
brand	18750
roland	18742
fitch	18740
rico	18735
napier	18726
cronin	18710
mcqueen	18701
paredes	18689
trent	18679
christiansen	18676
pettit	18653
spangler	18653
langford	18650
benavides	18617
penn	18601
paige	18600
weir	18588
dietz	18568
prater	18565
brewster	18554
louis	18552
diehl	18538
pack	18538
spaulding	18527
aviles	18521
ernst	18521
nowak	18515
olvera	18512
rock	18510
mansfield	18498
aquino	18472
ogden	18461
stacy	18461
rizzo	18445
sylvester	18445
gillis	18438
sands	18430
machado	18429
lovett	18421
duong	18404
hyatt	18396
landis	18388
platt	18376
bustamante	18363
hedrick	18359
pritchett	18350
gaston	18348
dobson	18342
caudill	18336
tackett	18332
bateman	18313
landers	18308
carmona	18289
gipson	18289
uribe	18283
mcneill	18272
ledford	18264
mims	18248
abel	18243
gold	18237
smallwood	18227
thorne	18222
mchugh	18206
dickens	18181
leung	18140
tobin	18135
kowalski	18134
medeiros	18121
cope	18110
kraus	18107
quezada	18107
overton	18094
montalvo	18085
staley	18081
woody	18069
hathaway	18041
osorio	18037
laird	18031
dobbs	18021
capps	18013
putnam	17990
lay	17979
francisco	17976
adair	17969
bernstein	17969
hutton	17961
burkett	17959
rhoades	17952
richey	17950
yanez	17950
bledsoe	17934
mccain	17933
beyer	17910
cates	17907
roche	17905
spicer	17901
queen	17881
doty	17874
darling	17855
darby	17854
sumner	17837
kincaid	17833
hay	17824
grossman	17811
lacey	17811
wilkes	17797
humphries	17785
paz	17776
darnell	17775
keys	17763
kyle	17750
lackey	17749
vogt	17739
locklear	17730
kiser	17693
presley	17687
bryson	17680
bergman	17671
peoples	17664
fair	17658
mcclendon	17614
corley	17609
prado	17586
christie	17582
delong	17575
skaggs	17569
dill	17562
shearer	17545
judd	17532
stapleton	17529
flaherty	17513
casillas	17498
pinto	17488
haywood	17485
youngblood	17485
toney	17481
ricks	17474
granados	17463
crum	17452
triplett	17422
soriano	17418
waite	17415
hoff	17408
anaya	17405
crenshaw	17402
jung	17395
canales	17381
cagle	17380
denny	17366
marcus	17360
berman	17346
munson	17345
ocampo	17334
bauman	17328
corcoran	17321
keen	17320
zimmer	17315
friend	17312
ornelas	17278
varner	17274
pelletier	17267
vernon	17267
blum	17262
albrecht	17256
culver	17231
schuster	17221
cuellar	17217
mccord	17216
shultz	17204
mcrae	17203
moreland	17173
calvert	17169
william	17164
whittington	17163
eckert	17161
keene	17161
mohr	17153
hanks	17141
kimble	17138
cavanaugh	17137
crowell	17136
russ	17136
feliciano	17112
crain	17110
busch	17089
mccormack	17074
drummond	17032
omalley	17027
aldrich	17017
luke	17016
greco	17013
mott	17013
oakes	17008
mallory	16987
mclain	16978
burrows	16972
otero	16956
allred	16951
eason	16923
finney	16919
weller	16916
waldron	16908
champion	16900
jeffers	16895
coon	16890
rosenthal	16881
huddleston	16872
solano	16869
hirsch	16864
akins	16860
olivares	16857
song	16856
sneed	16855
benedict	16846
bain	16845
okeefe	16829
hidalgo	16824
matos	16819
stallings	16819
paris	16813
gamez	16812
kenny	16811
quigley	16810
marrero	16783
fagan	16779
dutton	16774
atwood	16754
pappas	16754
bagley	16739
mcgovern	16739
lunsford	16736
moseley	16736
read	16736
oakley	16733
ashby	16723
granger	16721
shaver	16716
hope	16710
coe	16706
burroughs	16702
helm	16700
ambrose	16697
neumann	16697
michaels	16696
prescott	16686
light	16671
dumas	16660
flood	16652
stringer	16634
currie	16627
comer	16619
fong	16614
whitlock	16603
lemus	16583
hawley	16578
ulrich	16575
staples	16572
boykin	16565
knutson	16560
grover	16551
hobson	16517
cormier	16513
doran	16509
thayer	16496
woodson	16496
whitt	16488
hooker	16479
kohler	16477
addison	16474
vandyke	16474
schrader	16464
haskins	16457
whittaker	16441
madsen	16425
gauthier	16419
burnette	16409
keating	16392
purvis	16381
aleman	16379
huston	16364
hamlin	16358
pimentel	16358
gerber	16348
hooks	16341
schwab	16332
honeycutt	16330
schulte	16327
alonzo	16326
isaac	16312
conroy	16309
adler	16305
eastman	16295
cottrell	16288
orourke	16263
hawk	16240
goldsmith	16238
crandall	16212
rader	16212
